Gene stable ID,Mouse gene stable ID,Mouse gene name,Gene name
ENSMOCG00000011114,ENSMUSG00000037913,Tmem156,Tmem156
ENSMOCG00000011115,ENSMUSG00000018547,Pip4k2b,Pip4k2b
ENSMOCG00000011116,ENSMUSG00000040797,Iqsec3,Iqsec3
ENSMOCG00000011117,,,U6
ENSMOCG00000011118,ENSMUSG00000029711,Epo,Epo
ENSMOCG00000011119,ENSMUSG00000027562,Car2,Car2
ENSMOCG00000011120,ENSMUSG00000049103,Ccr2,Ccr2
ENSMOCG00000011121,,,U1
ENSMOCG00000011122,,,
ENSMOCG00000011123,ENSMUSG00000065718,Gm25650,U1
ENSMOCG00000011124,,,7SK
ENSMOCG00000011125,ENSMUSG00000003154,Foxj2,Foxj2
ENSMOCG00000011126,ENSMUSG00000046480,Scn4b,Scn4b
ENSMOCG00000011127,ENSMUSG00000023965,Fbxl17,
ENSMOCG00000011128,ENSMUSG00000037563,Rps16,
ENSMOCG00000011129,ENSMUSG00000031283,Chrdl1,Chrdl1
ENSMOCG00000011130,ENSMUSG00000020949,Fkbp3,Fkbp3
ENSMOCG00000011131,ENSMUSG00000035007,Rundc1,Rundc1
ENSMOCG00000011132,ENSMUSG00000077367,Gm23483,U6
ENSMOCG00000011133,ENSMUSG00000111517,Olfr1238,Olfr1238
ENSMOCG00000011134,,,U6
ENSMOCG00000011135,ENSMUSG00000034007,Scaper,Scaper
ENSMOCG00000011136,ENSMUSG00000046380,Jrk,Jrk
ENSMOCG00000011137,ENSMUSG00000018774,Cd68,Cd68
ENSMOCG00000011138,,,
ENSMOCG00000011139,ENSMUSG00000064485,Gm23735,U1
ENSMOCG00000011140,,,
ENSMOCG00000011141,,,U1
ENSMOCG00000011142,ENSMUSG00000030844,Rgs10,Rgs10
ENSMOCG00000011143,,,7SK
ENSMOCG00000011144,ENSMUSG00000011877,Git1,Git1
ENSMOCG00000011145,,,
ENSMOCG00000011146,,,U6
ENSMOCG00000011147,ENSMUSG00000020083,Fam241b,Fam241b
ENSMOCG00000011148,ENSMUSG00000032086,Bace1,Bace1
ENSMOCG00000011149,ENSMUSG00000015852,Fcrls,Fcrls
ENSMOCG00000011150,ENSMUSG00000095116,Gm23714,U6
ENSMOCG00000011151,ENSMUSG00000057074,Ces1g,
ENSMOCG00000011152,ENSMUSG00000039953,Clstn1,Clstn1
ENSMOCG00000011153,ENSMUSG00000044224,Dnajc21,Dnajc21
ENSMOCG00000011154,ENSMUSG00000043787,Defb12,
ENSMOCG00000011154,ENSMUSG00000058052,Defb35,
ENSMOCG00000011155,ENSMUSG00000061802,Armc4,Armc4
ENSMOCG00000011156,ENSMUSG00000009535,Rnmt,Rnmt
ENSMOCG00000011157,ENSMUSG00000032565,Nudt16,Nudt16
ENSMOCG00000011158,ENSMUSG00000064416,Gm22248,U1
ENSMOCG00000011159,ENSMUSG00000062128,Olfr20,
ENSMOCG00000011159,ENSMUSG00000063881,Olfr376,
ENSMOCG00000011160,ENSMUSG00000041700,Lhfpl1,Lhfpl1
ENSMOCG00000011161,,,7SK
ENSMOCG00000011162,,,U1
ENSMOCG00000011163,ENSMUSG00000077562,Gm23203,U6
ENSMOCG00000011164,ENSMUSG00000038738,Shank1,Shank1
ENSMOCG00000011165,ENSMUSG00000069189,Zdhhc11,Zdhhc11
ENSMOCG00000011166,ENSMUSG00000023809,Rps6ka2,Rps6ka2
ENSMOCG00000011167,ENSMUSG00000073894,Rbmxl2,
ENSMOCG00000011168,ENSMUSG00000064529,Gm26437,U6
ENSMOCG00000011169,ENSMUSG00000019432,Ddx39b,Ddx39b
ENSMOCG00000011170,ENSMUSG00000006169,Clint1,Clint1
ENSMOCG00000011171,,,U1
ENSMOCG00000011172,ENSMUSG00000032898,Fbxo21,Fbxo21
ENSMOCG00000011173,ENSMUSG00000074797,Itpa,
ENSMOCG00000011174,,,7SK
ENSMOCG00000011175,,,U1
ENSMOCG00000011176,,,U6
ENSMOCG00000011177,ENSMUSG00000029815,Malsu1,Malsu1
ENSMOCG00000011178,ENSMUSG00000063193,Cd300lb,Cd300lb
ENSMOCG00000011179,ENSMUSG00000001227,Sema6b,Sema6b
ENSMOCG00000011180,ENSMUSG00000026727,Rsu1,Rsu1
ENSMOCG00000011181,,,
ENSMOCG00000011182,ENSMUSG00000042842,Serpinb6b,
ENSMOCG00000011183,,,U6
ENSMOCG00000011184,ENSMUSG00000054717,Hmgb2,
ENSMOCG00000011185,ENSMUSG00000061603,Akap6,Akap6
ENSMOCG00000011186,ENSMUSG00000041323,Ak7,Ak7
ENSMOCG00000011187,ENSMUSG00000077652,Gm23322,U1
ENSMOCG00000011188,ENSMUSG00000021176,Efcab11,Efcab11
ENSMOCG00000011189,ENSMUSG00000028898,Trnau1ap,Trnau1ap
ENSMOCG00000011190,ENSMUSG00000032232,Cgnl1,Cgnl1
ENSMOCG00000011191,,,U6
ENSMOCG00000011192,,,U1
ENSMOCG00000011193,ENSMUSG00000025064,Col17a1,Col17a1
ENSMOCG00000011194,,,7SK
ENSMOCG00000011195,ENSMUSG00000035095,Fam167a,
ENSMOCG00000011196,ENSMUSG00000002058,Unc119,Unc119
ENSMOCG00000011197,ENSMUSG00000029725,Ppp1r35,Ppp1r35
ENSMOCG00000011198,ENSMUSG00000042010,Acacb,
ENSMOCG00000011199,ENSMUSG00000031479,Vps36,
ENSMOCG00000011200,ENSMUSG00000042340,Ctf1,Ctf1
ENSMOCG00000011201,ENSMUSG00000024486,Hbegf,Hbegf
ENSMOCG00000011202,ENSMUSG00000065127,Gm26127,U6
ENSMOCG00000011203,ENSMUSG00000040459,Arglu1,Arglu1
ENSMOCG00000011204,,,U1
ENSMOCG00000011205,ENSMUSG00000030556,Lrrc28,Lrrc28
ENSMOCG00000011206,,,U1
ENSMOCG00000011207,ENSMUSG00000024481,Lvrn,Lvrn
ENSMOCG00000011208,ENSMUSG00000064586,Gm25132,U6
ENSMOCG00000011209,ENSMUSG00000024824,Rad9a,Rad9a
ENSMOCG00000011210,ENSMUSG00000033220,Rac2,Rac2
ENSMOCG00000011211,ENSMUSG00000060568,Fam78b,Fam78b
ENSMOCG00000011212,,,7SK
ENSMOCG00000011213,ENSMUSG00000073409,H2-Q6,
ENSMOCG00000011213,ENSMUSG00000067235,H2-Q10,
ENSMOCG00000011213,ENSMUSG00000079507,H2-Q1,
ENSMOCG00000011213,ENSMUSG00000061232,H2-K1,
ENSMOCG00000011213,ENSMUSG00000073411,H2-D1,
ENSMOCG00000011213,ENSMUSG00000060550,H2-Q7,
ENSMOCG00000011213,ENSMUSG00000035929,H2-Q4,
ENSMOCG00000011213,ENSMUSG00000091705,H2-Q2,
ENSMOCG00000011213,ENSMUSG00000073402,Gm8909,
ENSMOCG00000011214,ENSMUSG00000029994,Anxa4,Anxa4
ENSMOCG00000011215,ENSMUSG00000017057,Il13ra1,Il13ra1
ENSMOCG00000011216,ENSMUSG00000023873,1700010I14Rik,1700010I14Rik
ENSMOCG00000011217,ENSMUSG00000034640,Tiparp,Tiparp
ENSMOCG00000011218,ENSMUSG00000043659,Npsr1,Npsr1
ENSMOCG00000011219,ENSMUSG00000029348,Asphd2,Asphd2
ENSMOCG00000011220,,,U6
ENSMOCG00000011221,ENSMUSG00000024500,Ppp2r2b,Ppp2r2b
ENSMOCG00000011222,ENSMUSG00000050103,Agmo,Agmo
ENSMOCG00000011223,ENSMUSG00000004040,Stat3,Stat3
ENSMOCG00000011224,ENSMUSG00000003948,Mmd,Mmd
ENSMOCG00000011225,,,U1
ENSMOCG00000011226,,,U1
ENSMOCG00000011227,ENSMUSG00000048148,Nwd1,Nwd1
ENSMOCG00000011228,ENSMUSG00000037455,Slc18b1,Slc18b1
ENSMOCG00000011229,ENSMUSG00000092687,Gm25744,
ENSMOCG00000011230,ENSMUSG00000080115,Eef1akmt3,Eef1akmt3
ENSMOCG00000011231,ENSMUSG00000098678,Mroh6,Mroh6
ENSMOCG00000011232,ENSMUSG00000036333,Kidins220,Kidins220
ENSMOCG00000011233,,,U6
ENSMOCG00000011234,ENSMUSG00000023192,Grm2,Grm2
ENSMOCG00000011235,ENSMUSG00000023959,Clic5,Clic5
ENSMOCG00000011236,ENSMUSG00000090102,Gm4985,
ENSMOCG00000011236,ENSMUSG00000068113,Gm4907,
ENSMOCG00000011236,ENSMUSG00000029552,Tes,
ENSMOCG00000011237,ENSMUSG00000063838,Cdc42ep5,Cdc42ep5
ENSMOCG00000011238,,,U6
ENSMOCG00000011239,ENSMUSG00000048013,Krt35,Krt35
ENSMOCG00000011240,,,U1
ENSMOCG00000011241,,,U1
ENSMOCG00000011242,ENSMUSG00000024425,Ndfip1,Ndfip1
ENSMOCG00000011243,,,
ENSMOCG00000011244,ENSMUSG00000004221,Ikbkg,Ikbkg
ENSMOCG00000011245,ENSMUSG00000065126,Snord104,
ENSMOCG00000011246,ENSMUSG00000032356,Rasgrf1,Rasgrf1
ENSMOCG00000011247,,,U6
ENSMOCG00000011248,ENSMUSG00000038975,Rabggtb,Rabggtb
ENSMOCG00000011249,ENSMUSG00000079440,Alpi,Alpi
ENSMOCG00000011250,ENSMUSG00000094362,Defa33,
ENSMOCG00000011250,ENSMUSG00000074443,Defa22,
ENSMOCG00000011250,ENSMUSG00000094662,Defa36,
ENSMOCG00000011250,ENSMUSG00000079113,Defa43,
ENSMOCG00000011250,ENSMUSG00000063206,Defa34,
ENSMOCG00000011250,ENSMUSG00000074446,Defa23,
ENSMOCG00000011250,ENSMUSG00000061958,Defa38,
ENSMOCG00000011250,ENSMUSG00000074441,Defa40,
ENSMOCG00000011250,ENSMUSG00000074442,Defa31,
ENSMOCG00000011250,ENSMUSG00000082211,Defa27,
ENSMOCG00000011250,ENSMUSG00000079120,AY761185,
ENSMOCG00000011250,ENSMUSG00000094818,Defa32,
ENSMOCG00000011250,ENSMUSG00000079114,Defa42,
ENSMOCG00000011250,ENSMUSG00000074447,Defa21,
ENSMOCG00000011250,ENSMUSG00000060070,Defa26,
ENSMOCG00000011250,ENSMUSG00000094687,Defa25,
ENSMOCG00000011250,ENSMUSG00000074434,Defa28,
ENSMOCG00000011250,ENSMUSG00000065956,Defa37,
ENSMOCG00000011250,ENSMUSG00000064213,Defa24,
ENSMOCG00000011250,ENSMUSG00000074444,Defa30,
ENSMOCG00000011250,ENSMUSG00000096295,Defa2,
ENSMOCG00000011250,ENSMUSG00000074440,Defa3,
ENSMOCG00000011250,ENSMUSG00000061845,Defa35,
ENSMOCG00000011250,ENSMUSG00000079116,Defa41,
ENSMOCG00000011250,ENSMUSG00000060208,Defa17,
ENSMOCG00000011250,ENSMUSG00000074437,Defa29,
ENSMOCG00000011250,ENSMUSG00000058618,Defa39,
ENSMOCG00000011250,ENSMUSG00000074439,Defa5,
ENSMOCG00000011250,ENSMUSG00000095066,Defa20,
ENSMOCG00000011251,ENSMUSG00000065802,Gm23041,U6
ENSMOCG00000011252,ENSMUSG00000037259,Dzank1,Dzank1
ENSMOCG00000011253,ENSMUSG00000070983,Olfr270,Olfr270
ENSMOCG00000011254,ENSMUSG00000045114,Prrt2,
ENSMOCG00000011255,ENSMUSG00000020166,Cnot2,Cnot2
ENSMOCG00000011256,,,
ENSMOCG00000011257,ENSMUSG00000030801,Kat8,Kat8
ENSMOCG00000011258,ENSMUSG00000064565,Gm24145,U1
ENSMOCG00000011259,,,U1
ENSMOCG00000011260,ENSMUSG00000065637,Gm26397,
ENSMOCG00000011261,ENSMUSG00000026694,Eef1aknmt,Eef1aknmt
ENSMOCG00000011262,,,U6
ENSMOCG00000011263,,,U6
ENSMOCG00000011264,ENSMUSG00000020732,Rab37,Rab37
ENSMOCG00000011265,ENSMUSG00000041377,Ninj2,Ninj2
ENSMOCG00000011266,ENSMUSG00000012519,Mlkl,Mlkl
ENSMOCG00000011267,ENSMUSG00000021023,Prorp,Prorp
ENSMOCG00000011268,ENSMUSG00000066058,Cldn19,Cldn19
ENSMOCG00000011269,ENSMUSG00000073399,Trim40,Trim40
ENSMOCG00000011270,ENSMUSG00000036057,Ptpn23,Ptpn23
ENSMOCG00000011271,ENSMUSG00000007036,Abhd16a,Abhd16a
ENSMOCG00000011272,,,U1
ENSMOCG00000011273,ENSMUSG00000093639,Lim2,
ENSMOCG00000011273,ENSMUSG00000118553,Gm38999,
ENSMOCG00000011274,ENSMUSG00000042289,Hsd3b7,Hsd3b7
ENSMOCG00000011275,ENSMUSG00000041765,Ubac2,
ENSMOCG00000011276,ENSMUSG00000054204,Alkal2,Alkal2
ENSMOCG00000011277,ENSMUSG00000093345,Gm27956,Metazoa_SRP
ENSMOCG00000011277,ENSMUSG00000098755,Gm27651,Metazoa_SRP
ENSMOCG00000011278,ENSMUSG00000025791,Pgm1,Pgm1
ENSMOCG00000011279,ENSMUSG00000030158,Clec12b,Clec12b
ENSMOCG00000011280,ENSMUSG00000077666,Gm26146,U1
ENSMOCG00000011281,ENSMUSG00000021848,Otx2,
ENSMOCG00000011282,ENSMUSG00000096444,Gm26139,U6
ENSMOCG00000011282,ENSMUSG00000094033,Gm24655,U6
ENSMOCG00000011283,ENSMUSG00000075958,Gm23423,U6
ENSMOCG00000011284,ENSMUSG00000026564,Dusp27,Dusp27
ENSMOCG00000011285,ENSMUSG00000026456,Cyb5r1,Cyb5r1
ENSMOCG00000011286,ENSMUSG00000079598,Clec2l,Clec2l
ENSMOCG00000011287,ENSMUSG00000055926,Gm14137,Gm14137
ENSMOCG00000011288,ENSMUSG00000022867,Usp25,Usp25
ENSMOCG00000011289,ENSMUSG00000054986,Sec14l3,Sec14l3
ENSMOCG00000011290,,,
ENSMOCG00000011291,ENSMUSG00000099252,Gm27265,
ENSMOCG00000011292,,,U1
ENSMOCG00000011293,ENSMUSG00000031871,Cdh5,Cdh5
ENSMOCG00000011294,ENSMUSG00000020821,Kif1c,Kif1c
ENSMOCG00000011295,ENSMUSG00000028496,Mllt3,Mllt3
ENSMOCG00000011296,,,U6
ENSMOCG00000011297,ENSMUSG00000064494,Gm22063,U6
ENSMOCG00000011298,ENSMUSG00000024059,Clip4,Clip4
ENSMOCG00000011299,ENSMUSG00000020383,Il13,Il13
ENSMOCG00000011300,ENSMUSG00000067430,Zfp763,Zfp763
ENSMOCG00000011301,ENSMUSG00000079681,Zglp1,Zglp1
ENSMOCG00000011302,ENSMUSG00000071340,Trappc3l,Trappc3l
ENSMOCG00000011303,ENSMUSG00000066735,Vkorc1l1,Vkorc1l1
ENSMOCG00000011304,ENSMUSG00000047844,Bex4,
ENSMOCG00000011304,ENSMUSG00000075269,Bex6,
ENSMOCG00000011305,ENSMUSG00000037206,Islr,Islr
ENSMOCG00000011306,ENSMUSG00000019577,Pdk4,Pdk4
ENSMOCG00000011307,ENSMUSG00000023210,Lcn9,Lcn9
ENSMOCG00000011308,,,U1
ENSMOCG00000011309,ENSMUSG00000010290,AI597479,AI597479
ENSMOCG00000011310,,,U1
ENSMOCG00000011311,ENSMUSG00000065295,Gm24134,SNORD36
ENSMOCG00000011312,ENSMUSG00000094663,Gm25626,U6
ENSMOCG00000011312,ENSMUSG00000065143,Gm25644,U6
ENSMOCG00000011313,ENSMUSG00000030265,Kras,Kras
ENSMOCG00000011314,ENSMUSG00000036251,Trpm8,Trpm8
ENSMOCG00000011315,ENSMUSG00000031298,Adgrg2,Adgrg2
ENSMOCG00000011316,,,U6
ENSMOCG00000011317,ENSMUSG00000022052,Ppp2r2a,Ppp2r2a
ENSMOCG00000011318,ENSMUSG00000056220,Pla2g4a,Pla2g4a
ENSMOCG00000011319,ENSMUSG00000060073,Psma3,Psma3
ENSMOCG00000011320,,,
ENSMOCG00000011321,ENSMUSG00000019796,Lrp11,Lrp11
ENSMOCG00000011322,ENSMUSG00000031778,Cx3cl1,Cx3cl1
ENSMOCG00000011323,ENSMUSG00000050860,Phospho1,Phospho1
ENSMOCG00000011324,ENSMUSG00000026701,Prdx6,
ENSMOCG00000011324,ENSMUSG00000050114,Prdx6b,
ENSMOCG00000011325,ENSMUSG00000001025,S100a6,S100a6
ENSMOCG00000011326,ENSMUSG00000092463,Gm20489,
ENSMOCG00000011326,ENSMUSG00000031304,Il2rg,
ENSMOCG00000011327,ENSMUSG00000032340,Neo1,Neo1
ENSMOCG00000011328,ENSMUSG00000036502,Tmem255a,Tmem255a
ENSMOCG00000011329,ENSMUSG00000049734,Trex1,Trex1
ENSMOCG00000011330,,,U1
ENSMOCG00000011331,,,U1
ENSMOCG00000011332,ENSMUSG00000064829,Gm22879,SNORD36
ENSMOCG00000011333,,,
ENSMOCG00000011334,ENSMUSG00000094020,Gm23003,U6
ENSMOCG00000011335,ENSMUSG00000047832,Cdca4,Cdca4
ENSMOCG00000011336,ENSMUSG00000062421,Arf2,Arf2
ENSMOCG00000011337,ENSMUSG00000018648,Dusp14,Dusp14
ENSMOCG00000011338,ENSMUSG00000088516,Gm23044,U6
ENSMOCG00000011339,ENSMUSG00000026820,Ptges2,Ptges2
ENSMOCG00000011340,ENSMUSG00000044068,Zrsr1,
ENSMOCG00000011341,ENSMUSG00000043664,Tmem221,Tmem221
ENSMOCG00000011342,ENSMUSG00000028811,Yars,Yars
ENSMOCG00000011343,ENSMUSG00000065490,Mir30c-1,
ENSMOCG00000011344,,,U1
ENSMOCG00000011345,ENSMUSG00000043913,Ccdc60,Ccdc60
ENSMOCG00000011346,,,RNase_MRP
ENSMOCG00000011347,,,U6
ENSMOCG00000011348,ENSMUSG00000051736,Fam229b,Fam229b
ENSMOCG00000011349,ENSMUSG00000040010,Slc7a5,Slc7a5
ENSMOCG00000011350,ENSMUSG00000055780,Usp26,Usp26
ENSMOCG00000011351,ENSMUSG00000052609,Plekhg3,Plekhg3
ENSMOCG00000011352,ENSMUSG00000044156,Hepacam2,Hepacam2
ENSMOCG00000011353,ENSMUSG00000062082,Cd200r4,
ENSMOCG00000011353,ENSMUSG00000022667,Cd200r1,
ENSMOCG00000011353,ENSMUSG00000090176,Cd200r2,
ENSMOCG00000011354,ENSMUSG00000044583,Tlr7,Tlr7
ENSMOCG00000011355,ENSMUSG00000002015,Bcap31,Bcap31
ENSMOCG00000011356,ENSMUSG00000088982,Gm25600,U6
ENSMOCG00000011357,,,
ENSMOCG00000011358,,,U1
ENSMOCG00000011359,ENSMUSG00000050087,Cby3,Cby3
ENSMOCG00000011360,ENSMUSG00000095624,Gm23947,U6
ENSMOCG00000011360,ENSMUSG00000064971,Gm26054,U6
ENSMOCG00000011361,ENSMUSG00000025425,St8sia5,St8sia5
ENSMOCG00000011362,ENSMUSG00000048191,Muc6,
ENSMOCG00000011363,ENSMUSG00000088088,Rmrp,RNase_MRP
ENSMOCG00000011364,ENSMUSG00000074505,Fat3,Fat3
ENSMOCG00000011365,ENSMUSG00000035666,Gtf3c4,Gtf3c4
ENSMOCG00000011366,ENSMUSG00000041840,Haus1,Haus1
ENSMOCG00000011367,ENSMUSG00000033102,Cdc14b,Cdc14b
ENSMOCG00000011368,,,
ENSMOCG00000011369,ENSMUSG00000060445,Sycp2,
ENSMOCG00000011370,ENSMUSG00000003131,Pafah1b2,Pafah1b2
ENSMOCG00000011371,ENSMUSG00000063796,Slc22a8,Slc22a8
ENSMOCG00000011372,ENSMUSG00000036158,Prickle1,Prickle1
ENSMOCG00000011373,ENSMUSG00000088373,Mir1956,
ENSMOCG00000011374,ENSMUSG00000022568,Scrib,Scrib
ENSMOCG00000011375,ENSMUSG00000023391,Dlx2,Dlx2
ENSMOCG00000011376,,,U6
ENSMOCG00000011377,,,U6
ENSMOCG00000011378,ENSMUSG00000065865,Gm24030,U1
ENSMOCG00000011379,ENSMUSG00000031220,Awat2,Awat2
ENSMOCG00000011380,ENSMUSG00000004285,Atp6v1f,
ENSMOCG00000011381,ENSMUSG00000088108,Snora47,
ENSMOCG00000011382,ENSMUSG00000022031,Elp3,Elp3
ENSMOCG00000011383,ENSMUSG00000037573,Tob1,Tob1
ENSMOCG00000011384,ENSMUSG00000022076,Klhl1,Klhl1
ENSMOCG00000011385,ENSMUSG00000031434,Morc4,Morc4
ENSMOCG00000011386,ENSMUSG00000030380,Mzf1,
ENSMOCG00000011387,ENSMUSG00000001520,Nrip2,Nrip2
ENSMOCG00000011388,ENSMUSG00000055436,Srsf11,Srsf11
ENSMOCG00000011389,ENSMUSG00000065574,Mir203,
ENSMOCG00000011390,ENSMUSG00000042208,0610010F05Rik,
ENSMOCG00000011391,ENSMUSG00000020295,Hbq1a,Hbq1a
ENSMOCG00000011392,ENSMUSG00000093660,Gm26505,U1
ENSMOCG00000011392,ENSMUSG00000089021,Gm25012,U1
ENSMOCG00000011393,ENSMUSG00000037086,Prr32,Prr32
ENSMOCG00000011394,ENSMUSG00000021660,Btf3,
ENSMOCG00000011395,,,U6
ENSMOCG00000011396,ENSMUSG00000064831,Gm25698,U6
ENSMOCG00000011397,ENSMUSG00000048027,Rgmb,Rgmb
ENSMOCG00000011398,ENSMUSG00000084702,Gm22986,
ENSMOCG00000011399,ENSMUSG00000003808,Farsa,Farsa
ENSMOCG00000011400,ENSMUSG00000061517,Sox21,Sox21
ENSMOCG00000011401,,,
ENSMOCG00000011402,ENSMUSG00000073733,Cplane2,Cplane2
ENSMOCG00000011403,ENSMUSG00000029074,Ttll10,Ttll10
ENSMOCG00000011404,ENSMUSG00000005804,Bloc1s6,Bloc1s6
ENSMOCG00000011405,ENSMUSG00000031491,Chrna6,Chrna6
ENSMOCG00000011406,,,
ENSMOCG00000011407,ENSMUSG00000040963,Asgr2,Asgr2
ENSMOCG00000011408,ENSMUSG00000041235,Chd7,Chd7
ENSMOCG00000011409,,,U6
ENSMOCG00000011410,,,U1
ENSMOCG00000011411,ENSMUSG00000030122,Ptms,Ptms
ENSMOCG00000011412,ENSMUSG00000088753,Gm24900,
ENSMOCG00000011413,ENSMUSG00000035967,Ints6l,
ENSMOCG00000011414,ENSMUSG00000095070,Gm24508,U6
ENSMOCG00000011415,ENSMUSG00000030789,Itgax,Itgax
ENSMOCG00000011416,ENSMUSG00000031154,Otud5,Otud5
ENSMOCG00000011417,ENSMUSG00000062580,Timm17a,
ENSMOCG00000011418,ENSMUSG00000026203,Dnajb2,Dnajb2
ENSMOCG00000011419,ENSMUSG00000023175,Bsg,Bsg
ENSMOCG00000011420,ENSMUSG00000021281,Tnfaip2,Tnfaip2
ENSMOCG00000011421,ENSMUSG00000048992,Prss32,Prss32
ENSMOCG00000011422,ENSMUSG00000075158,Olfr1111,Olfr1111
ENSMOCG00000011423,,,
ENSMOCG00000011424,ENSMUSG00000015127,Unkl,Unkl
ENSMOCG00000011425,ENSMUSG00000089189,Gm22943,U6
ENSMOCG00000011426,ENSMUSG00000088549,Gm24959,U1
ENSMOCG00000011427,ENSMUSG00000034009,Rxfp1,Rxfp1
ENSMOCG00000011428,ENSMUSG00000030203,Dusp16,
ENSMOCG00000011429,ENSMUSG00000024109,Nrxn1,
ENSMOCG00000011430,ENSMUSG00000062031,Pgghg,Pgghg
ENSMOCG00000011431,ENSMUSG00000092618,Btnl6,
ENSMOCG00000011431,ENSMUSG00000058435,Btnl4,
ENSMOCG00000011432,ENSMUSG00000040618,Pck2,Pck2
ENSMOCG00000011433,ENSMUSG00000022792,Yars2,Yars2
ENSMOCG00000011434,ENSMUSG00000109061,Gm49320,
ENSMOCG00000011434,ENSMUSG00000002948,Map2k7,
ENSMOCG00000011435,ENSMUSG00000064949,Snora61,
ENSMOCG00000011436,,,Y_RNA
ENSMOCG00000011437,ENSMUSG00000026880,Stom,Stom
ENSMOCG00000011438,ENSMUSG00000029366,Dck,Dck
ENSMOCG00000011439,ENSMUSG00000020224,Llph,Llph
ENSMOCG00000011440,,,
ENSMOCG00000011441,,,U6
ENSMOCG00000011442,ENSMUSG00000031928,Mre11a,
ENSMOCG00000011443,,,U1
ENSMOCG00000011444,ENSMUSG00000077622,Gm23836,
ENSMOCG00000011445,ENSMUSG00000028447,Dctn3,Dctn3
ENSMOCG00000011446,ENSMUSG00000020803,Txndc17,
ENSMOCG00000011447,ENSMUSG00000020935,Dcakd,Dcakd
ENSMOCG00000011448,ENSMUSG00000077221,Snord67,
ENSMOCG00000011449,ENSMUSG00000031835,Mbtps1,Mbtps1
ENSMOCG00000011450,ENSMUSG00000094559,Cyp2d34,
ENSMOCG00000011450,ENSMUSG00000096852,Cyp2d12,
ENSMOCG00000011450,ENSMUSG00000068085,Cyp2d11,
ENSMOCG00000011450,ENSMUSG00000068086,Cyp2d9,
ENSMOCG00000011450,ENSMUSG00000094806,Cyp2d10,
ENSMOCG00000011451,ENSMUSG00000056158,Car10,Car10
ENSMOCG00000011452,ENSMUSG00000047671,Tctex1d4,Tctex1d4
ENSMOCG00000011453,ENSMUSG00000025931,Paqr8,Paqr8
ENSMOCG00000011454,,,
ENSMOCG00000011455,ENSMUSG00000042515,Pwwp3b,
ENSMOCG00000011455,ENSMUSG00000079531,Gm5936,
ENSMOCG00000011455,ENSMUSG00000079534,Gm5640,
ENSMOCG00000011455,ENSMUSG00000067771,Gm14685,
ENSMOCG00000011455,ENSMUSG00000071745,DXBay18,
ENSMOCG00000011456,ENSMUSG00000032318,Isl2,Isl2
ENSMOCG00000011457,,,
ENSMOCG00000011458,,,
ENSMOCG00000011459,ENSMUSG00000028801,Stpg1,Stpg1
ENSMOCG00000011460,ENSMUSG00000038527,C1rl,C1rl
ENSMOCG00000011461,ENSMUSG00000034226,Rhov,Rhov
ENSMOCG00000011462,ENSMUSG00000088545,Gm25982,U6
ENSMOCG00000011463,,,7SK
ENSMOCG00000011464,,,
ENSMOCG00000011465,ENSMUSG00000051506,Wdfy4,Wdfy4
ENSMOCG00000011466,ENSMUSG00000029005,Draxin,Draxin
ENSMOCG00000011467,,,
ENSMOCG00000011468,,,U3
ENSMOCG00000011469,ENSMUSG00000037129,Tmprss13,Tmprss13
ENSMOCG00000011470,ENSMUSG00000036109,Mbnl3,Mbnl3
ENSMOCG00000011471,ENSMUSG00000038987,Cfap157,Cfap157
ENSMOCG00000011472,ENSMUSG00000029587,Zfp12,Zfp12
ENSMOCG00000011473,,,
ENSMOCG00000011474,ENSMUSG00000032649,Colgalt2,Colgalt2
ENSMOCG00000011475,,,U6
ENSMOCG00000011476,,,
ENSMOCG00000011477,ENSMUSG00000022110,Sucla2,
ENSMOCG00000011478,ENSMUSG00000036256,Igfbp7,Igfbp7
ENSMOCG00000011479,ENSMUSG00000084426,Gm25105,
ENSMOCG00000011480,ENSMUSG00000009646,Pla2g12b,Pla2g12b
ENSMOCG00000011481,,,7SK
ENSMOCG00000011482,ENSMUSG00000043866,Taf10,Taf10
ENSMOCG00000011483,,,U3
ENSMOCG00000011484,ENSMUSG00000071550,Cfap44,Cfap44
ENSMOCG00000011485,ENSMUSG00000061046,Haghl,Haghl
ENSMOCG00000011486,ENSMUSG00000016346,Kcnq2,Kcnq2
ENSMOCG00000011487,ENSMUSG00000039480,Nt5dc1,Nt5dc1
ENSMOCG00000011488,ENSMUSG00000065486,Mir450-1,
ENSMOCG00000011489,,,
ENSMOCG00000011490,ENSMUSG00000005483,Dnajb1,
ENSMOCG00000011491,ENSMUSG00000062564,Tex28,Tex28
ENSMOCG00000011492,ENSMUSG00000087714,Gm25827,U6
ENSMOCG00000011493,ENSMUSG00000095552,4933409K07Rik,
ENSMOCG00000011493,ENSMUSG00000079774,Fam205a2,
ENSMOCG00000011493,ENSMUSG00000078721,Fam205a1,
ENSMOCG00000011493,ENSMUSG00000078722,Gm12394,
ENSMOCG00000011493,ENSMUSG00000093996,Fam205a3,
ENSMOCG00000011493,ENSMUSG00000096646,CR974586.5,
ENSMOCG00000011493,ENSMUSG00000078746,Fam205a4,
ENSMOCG00000011493,ENSMUSG00000094576,AC087559.3,
ENSMOCG00000011493,ENSMUSG00000094066,Fam205a2,
