"genes" "Transcript.length..including.UTRs.and.CDS."
"12445" "ENSMOCG00000014330" 1891
"12446" "ENSMOCG00000014331" 1189
"12447" "ENSMOCG00000014332" 2746
"12448" "Tmem63b" 3282
"12449" "ENSMOCG00000014334" 1896
"12450" "Csgalnact1" 2473
"12451" "Adgrg5" 1578
"12452" "Ggact" 222
"12453" "Sf3b6" 799
"12454" "Pcsk9" 1980
"12455" "Pdp1" 3593
"12456" "ENSMOCG00000014341" 987
"12457" "Rgl1" 3854
"12458" "Smg9" 2181
"12459" "Cyp2e1" 1696
"12460" "Cdh20" 3554
"12461" "Msx2" 1437
"12462" "Kpna3" 1500
"12463" "ENSMOCG00000014348" 963
"12464" "Eno3" 1382
"12465" "ENSMOCG00000014350" 1506
"12466" "Cog1" 3010
"12467" "Grb14" 1961
"12468" "Rragc" 2603
"12469" "Helq" 3216
"12470" "ENSMOCG00000014355" 1865
"12471" "Dock11" 5961
"12472" "Zfp28" 2481
"12473" "Spa17" 685
"12474" "P2ry10" 1516
"12475" "ENSMOCG00000014360" 429
"12476" "Wdr3" 3330
"12477" "Anp32b" 810
"12478" "Coa6" 828
"12479" "Tbc1d21" 1011
"12480" "Ankra2" 2027
"12481" "Dimt1" 1072
"12482" "Itpk1" 1260
"12483" "Aifm2" 1332
"12484" "ENSMOCG00000014369" 189
"12485" "Helb" 3255
"12486" "AA986860" 1800
"12487" "Pex5l" 2743
"12488" "ENSMOCG00000014373" 540
"12489" "Cited2" 1985
"12490" "Mapk10" 2713
"12491" "Lbh" 886
"12492" "ENSMOCG00000014377" 1347
"12493" "ENSMOCG00000014378" 1742
"12494" "Ccn6" 1907
"12495" "Acer3" 2309
"12496" "Cd2ap" 5276
"12497" "Clpsl2" 309
"12498" "Coro2a" 3572
"12499" "Fgf5" 969
"12500" "Bhlhe40" 2914
"12501" "Zdhhc18" 1155
"12502" "Rab6a" 2897
"12503" "Magi2" 3780
"12504" "Mzt2" 617
"12505" "Sfswap" 3299
"12506" "Rgr" 1101
"12507" "Oga" 4983
"12508" "Tssk3" 1164
"12509" "Folh1" 2220
"12510" "Tnfrsf25" 1062
"12511" "Senp7" 735
"12512" "ENSMOCG00000014397" 651
"12513" "Thrsp" 1106
"12514" "Actn4" 1675
"12515" "Spdl1" 2091
"12516" "Myh8" 5993
"12517" "Gbp5" 2535
"12518" "Ergic1" 2753
"12519" "Tmprss11f" 1476
"12520" "Pip4k2c" 2670
"12521" "Gnpat" 2016
"12522" "Spaca9" 711
"12523" "Amotl1" 7399
"12524" "ENSMOCG00000014409" 969
"12525" "Txnrd1" 3296
"12526" "Hpcal1" 1346
"12527" "Wdr46" 2049
"12528" "Il21r" 1596
"12529" "ENSMOCG00000014414" 4174
"12530" "ENSMOCG00000014415" 382
"12531" "ENSMOCG00000014416" 192
"12532" "Nbea" 10418
"12533" "Vat1" 2692
"12534" "Scgb1a1" 345
"12535" "ENSMOCG00000014420" 1874
"12536" "Colec11" 1074
"12537" "Nfatc4" 3028
"12538" "Lrrc59" 2802
"12539" "Elmod1" 2570
"12540" "R3hdm2" 4032
"12541" "ENSMOCG00000014426" 255
"12542" "Ppp1r21" 3137
"12543" "Mylk4" 1176
"12544" "Isoc2b" 1106
"12545" "Pxn" 3828
"12546" "Nupl2" 1745
"12547" "Cacna1a" 6702
"12548" "Ankrd65" 1101
"12549" "Myrf" 5647
"12550" "Tor1aip2" 1443
"12551" "Gng13" 403
"12552" "Btnl2" 1317
"12553" "ENSMOCG00000014438" 1383
"12554" "Nptx1" 5211
"12555" "Col13a1" 2175
"12556" "Ccdc93" 2409
"12557" "Ccnb2" 1197
"12558" "ENSMOCG00000014443" 904
"12559" "Ak4" 1942
"12560" "Ramp2" 806
"12561" "Cd276" 2593
"12562" "Ptpdc1" 3379
"12563" "Ssx2ip" 1845
"12564" "ENSMOCG00000014449" 189
"12565" "Mreg" 1073
"12566" "ENSMOCG00000014451" 997
"12567" "Cd300e" 624
"12568" "ENSMOCG00000014453" 936
"12569" "Pmp2" 445
"12570" "Nid1" 4235
"12571" "Gca" 777
"12572" "Clu" 1752
"12573" "Smad6" 2590
"12574" "ENSMOCG00000014459" 1005
"12575" "Rnf32" 1451
"12576" "Olfr652" 741
"12577" "Rbbp9" 2274
"12578" "Dmrtb1" 1062
"12579" "ENSMOCG00000014464" 168
"12580" "Ifrd2" 2002
"12581" "Grm1" 1818
"12582" "Acmsd" 2551
"12583" "Gm5294" 654
"12584" "Rps11" 601
"12585" "Hnrnpab" 1802
"12586" "ENSMOCG00000014471" 75
"12587" "Nrde2" 3468
"12588" "ENSMOCG00000014473" 504
"12589" "Mdk" 896
"12590" "Ap2b1" 3400
"12591" "Maea" 2189
"12592" "4930451I11Rik" 339
"12593" "ENSMOCG00000014478" 2335
"12594" "Dnajb11" 1918
"12595" "ENSMOCG00000014480" 2007
"12596" "Prkag1" 1648
"12597" "Actg1" 1854
"12598" "Ccdc18" 4179
"12599" "Ap2m1" 1302
"12600" "Slc25a48" 1624
"12601" "Coq3" 1532
"12602" "Ccl7" 294
"12603" "Patz1" 3725
"12604" "Mdga1" 7466
"12605" "ENSMOCG00000014490" 1476
"12606" "ENSMOCG00000014491" 1302
"12607" "ENSMOCG00000014492" 771
"12608" "Pcdhac2" 5666
"12609" "Defb20" 288
"12610" "Usf1" 931
"12611" "Gadd45a" 1205
"12612" "Aldoa" 613
"12613" "Cd22" 2517
"12614" "ENSMOCG00000014499" 2943
"12615" "Barhl2" 1317
"12616" "ENSMOCG00000014501" 399
"12617" "Odaph" 399
"12618" "Evc" 2580
"12619" "ENSMOCG00000014504" 933
"12620" "Wscd2" 3932
"12621" "ENSMOCG00000014506" 537
"12622" "Ascl1" 1795
"12623" "Uba7" 2922
"12624" "Gjb5" 1333
"12625" "Gm1123" 1173
"12626" "Exoc4" 2925
"12627" "Ppp1r16b" 2212
"12628" "ENSMOCG00000014513" 432
"12629" "Tmem9b" 1652
"12630" "Smad5" 6289
"12631" "Fchsd2" 4277
"12632" "ENSMOCG00000014517" 1089
"12633" "Pdgfd" 1113
"12634" "ENSMOCG00000014519" 318
"12635" "Aif1" 651
"12636" "Ints10" 2532
"12637" "ENSMOCG00000014522" 1477
"12638" "Hoxb5" 2059
"12639" "Rab26" 867
"12640" "Ube2b" 1745
"12641" "Akt1s1" 3150
"12642" "Tmem94" 4986
"12643" "ENSMOCG00000014528" 957
"12644" "Ldc1" 1485
"12645" "ENSMOCG00000014530" 936
"12646" "Cnih4" 2726
"12647" "Cd209b" 876
"12648" "ENSMOCG00000014533" 884
"12649" "Mcu" 1053
"12650" "Cd38" 2259
"12651" "ENSMOCG00000014536" 2262
"12652" "Celsr3" 9933
"12653" "Kcnrg" 810
"12654" "ENSMOCG00000014539" 543
"12655" "Anxa1" 1544
"12656" "Prss34" 1111
"12657" "Arvcf" 2889
"12658" "Nt5dc2" 1778
"12659" "ENSMOCG00000014544" 3646
"12660" "Strc" 5406
"12661" "ENSMOCG00000014546" 1991
"12662" "Apba2" 3656
"12663" "Zfp36" 1690
"12664" "Ift122" 4054
"12665" "Ulk1" 5269
"12666" "Nedd4" 2676
"12667" "Sfi1" 3752
"12668" "Sphk1" 2410
"12669" "Abcg5" 2394
"12670" "4833423E24Rik" 1721
"12671" "Topors" 3126
"12672" "Pgap3" 2449
"12673" "Pdzd11" 1205
"12674" "Cttnbp2nl" 4654
"12675" "Secisbp2l" 6747
"12676" "Trim3" 2814
"12677" "Snx24" 510
"12678" "ENSMOCG00000014563" 1613
"12679" "Tas2r106" 930
"12680" "ENSMOCG00000014565" 1398
"12681" "Fam217b" 1176
"12682" "Armcx4" 6492
"12683" "Tex38" 763
"12684" "2010003K11Rik" 372
"12685" "Lepr" 2725
"12686" "2610528J11Rik" 315
"12687" "Tfam" 4302
"12688" "Scrg1" 725
"12689" "Hmgxb3" 4479
"12690" "Slc30a9" 1638
"12691" "St6galnac2" 1113
"12692" "Ctsc" 1389
"12693" "Npas1" 1930
"12694" "Atp5j" 625
"12695" "ENSMOCG00000014580" 273
"12696" "Sik3" 3849
"12697" "Nedd9" 2639
"12698" "Mettl14" 2569
"12699" "ENSMOCG00000014584" 468
"12700" "Gm37797" 696
"12701" "Krt15" 1730
"12702" "Shroom1" 2508
"12703" "Elavl1" 2376
"12704" "Pak3" 1934
"12705" "ENSMOCG00000014590" 999
"12706" "Parva" 1119
"12707" "Ogfr" 1605
"12708" "ENSMOCG00000014593" 3608
"12709" "ENSMOCG00000014594" 924
"12710" "Tmbim1" 2108
"12711" "Galnt13" 1671
"12712" "Pikfyve" 6698
"12713" "Sumf1" 2079
"12714" "ENSMOCG00000014599" 231
"12715" "Pld6" 1790
"12716" "Fitm1" 998
"12717" "Prdx4" 995
"12718" "Tnni2" 549
"12719" "Slc6a18" 2002
"12720" "Exosc7" 1063
"12721" "Tox2" 1859
"12722" "Vars2" 3435
"12723" "Sox30" 2368
"12724" "ENSMOCG00000014609" 570
"12725" "Brf2" 1438
"12726" "Ran" 1070
"12727" "Dhrs9" 2387
"12728" "Odf2" 3875
"12729" "Cacng4" 3236
"12730" "Rbm28" 2253
"12731" "Rft1" 2002
"12732" "Tmem212" 639
"12733" "Hoxd13" 1228
"12734" "Iglon5" 2501
"12735" "ENSMOCG00000014620" 784
"12736" "Pp2d1" 2185
"12737" "ENSMOCG00000014622" 2298
"12738" "Gstt3" 1756
"12739" "Pcdhgb6" 2604
"12740" "Fxn" 773
"12741" "Smpd1" 2411
"12742" "Ints12" 1620
"12743" "Fam13a" 3769
"12744" "Ndufa6" 384
"12745" "Ntn4" 3609
"12746" "Luc7l2" 2658
"12747" "Colec12" 2229
"12748" "Tmc6" 2385
"12749" "ENSMOCG00000014634" 2201
"12750" "Parp16" 2314
"12751" "Moxd2" 1860
"12752" "Smyd4" 3310
"12753" "ENSMOCG00000014638" 417
"12754" "Stpg2" 1683
"12755" "Taf5" 3273
"12756" "Trmu" 3127
"12757" "Chst2" 5626
"12758" "Lrrc74b" 1278
"12759" "Slc25a46" 2952
"12760" "Dffb" 765
"12761" "Ap3s2" 1619
"12762" "Lrp2bp" 1569
"12763" "ENSMOCG00000014648" 1557
"12764" "Gfra2" 2167
"12765" "Agtpbp1" 4269
"12766" "Stk11" 2759
"12767" "Btg3" 1358
"12768" "Zfp672" 1749
"12769" "Itga7" 4040
"12770" "Ano1" 4275
"12771" "Gm4969" 1668
"12772" "Ppara" 2205
"12773" "E130308A19Rik" 2394
"12774" "Prkar1a" 3110
"12775" "ENSMOCG00000014660" 4352
"12776" "Cpt1a" 4267
"12777" "Arel1" 5324
"12778" "Slc25a32" 2064
"12779" "ENSMOCG00000014664" 996
"12780" "Mier3" 5048
"12781" "ENSMOCG00000014666" 957
"12782" "ENSMOCG00000014667" 651
"12783" "Csnk1a1" 4627
"12784" "Tbc1d24" 4491
"12785" "Sugp1" 2301
"12786" "Slc25a44" 3589
"12787" "Zfyve27" 2579
"12788" "Rab1b" 1874
"12789" "Dnajc15" 654
"12790" "Atg10" 648
"12791" "ENSMOCG00000014676" 687
"12792" "Nme8" 1939
"12793" "Slc51a" 867
"12794" "Chchd6" 807
"12795" "Ackr1" 2123
"12796" "Sema4c" 3682
"12797" "Herpud2" 2379
"12798" "ENSMOCG00000014683" 981
"12799" "Cd5l" 1041
"12800" "Donson" 1822
"12801" "Tac1" 1167
"12802" "Unc13b" 4809
"12803" "Pgbd5" 2931
"12804" "Ivd" 2075
"12805" "Mitd1" 717
"12806" "Dhfr" 974
"12807" "Gabrb1" 1425
"12808" "ENSMOCG00000014693" 828
"12809" "Gtf2h4" 1687
"12810" "Morn1" 1449
"12811" "Stmn2" 2190
"12812" "Cherp" 3749
"12813" "Tbx1" 1548
"12814" "Top1mt" 1916
"12815" "Frem2" 11379
"12816" "Slc25a23" 3409
"12817" "ENSMOCG00000014702" 369
"12818" "ENSMOCG00000014703" 3203
"12819" "ENSMOCG00000014704" 444
"12820" "Clrn1" 1053
"12821" "Vnn1" 1879
"12822" "Zfp438" 2635
"12823" "Aldh3a1" 1431
"12824" "Gramd1a" 3013
"12825" "Zdhhc3" 1246
"12826" "Ypel5" 2176
"12827" "ENSMOCG00000014712" 684
"12828" "Dgkq" 4477
"12829" "Hba-x" 633
"12830" "Stxbp4" 3630
"12831" "Caly" 1004
"12832" "ENSMOCG00000014717" 1587
"12833" "ENSMOCG00000014718" 1350
"12834" "Psmb8" 1192
"12835" "Mpi" 1771
"12836" "Ubn2" 3795
"12837" "Tmc1" 2256
"12838" "Tpd52l1" 1314
"12839" "Adam8" 2472
"12840" "Rlbp1" 1236
"12841" "Trmt61a" 1758
"12842" "Cylc2" 1572
"12843" "Cct7" 2324
"12844" "Bbs9" 2589
"12845" "Mfsd4b5" 1470
"12846" "Pcdhgc4" 4629
"12847" "Mrnip" 1002
"12848" "Nr2e3" 1433
"12849" "ENSMOCG00000014734" 2501
"12850" "Cd300lg" 1487
"12851" "Cnot9" 1811
"12852" "Acvr1" 2650
"12853" "Uqcrfs1" 1206
"12854" "Taf11" 1597
"12855" "Tmem63c" 3324
"12856" "Acadsb" 3469
"12857" "ENSMOCG00000014742" 408
"12858" "ENSMOCG00000014743" 3292
"12859" "Egr3" 4070
"12860" "Pygm" 2998
"12861" "Unc80" 9714
"12862" "ENSMOCG00000014747" 1719
"12863" "Clstn3" 3344
"12864" "Rlim" 1731
"12865" "Lrrc2" 1345
"12866" "Fubp1" 2545
"12867" "ENSMOCG00000014752" 4060
"12868" "1700113H08Rik" 990
"12869" "Nup35" 1572
"12870" "Mrpl4" 1135
"12871" "Kcnma1" 3408
"12872" "Mon2" 5692
"12873" "Lenep" 430
"12874" "Ctrl" 795
"12875" "ENSMOCG00000014760" 552
"12876" "Mc5r" 1176
"12877" "Svop" 1716
"12878" "Myh7" 3975
"12879" "Lrrc41" 3110
"12880" "Dtna" 2049
"12881" "Ggnbp2" 3022
"12882" "Slc7a6os" 1937
"12883" "Ndufc2" 625
"12884" "Epb41l5" 408
"12885" "Gtsf2" 744
"12886" "Pip4k2a" 2694
"12887" "ENSMOCG00000014772" 1703
"12888" "Acat1" 1565
"12889" "Zfp961" 1302
"12890" "1700122O11Rik" 711
"12891" "ENSMOCG00000014776" 660
"12892" "Ccdc15" 2592
"12893" "Pde1a" 1638
"12894" "Dapk2" 1113
"12895" "Copb2" 3105
"12896" "Plxnc1" 4725
"12897" "ENSMOCG00000014782" 1089
"12898" "4930522H14Rik" 788
"12899" "Rdh10" 2470
"12900" "ENSMOCG00000014785" 702
"12901" "Dclre1b" 1593
"12902" "Tmem250-ps" 2492
"12903" "Pate3" 297
"12904" "Kndc1" 5988
"12905" "Cpne3" 5665
"12906" "Psmg3" 856
"12907" "ENSMOCG00000014792" 450
"12908" "Serinc4" 1479
"12909" "Serpina9" 1296
"12910" "Galnt17" 1797
"12911" "Ralgps2" 2973
"12912" "Sytl3" 1770
"12913" "ENSMOCG00000014798" 909
"12914" "Adck5" 2003
"12915" "Myh13" 5966
"12916" "ENSMOCG00000014801" 579
"12917" "Csn1s2a" 543
"12918" "ENSMOCG00000014803" 273
"12919" "Lpar2" 1412
"12920" "Kctd10" 2075
"12921" "Arhgap25" 2827
"12922" "Otulinl" 912
"12923" "St3gal3" 2594
"12924" "Msmb" 486
"12925" "Hs6st2" 1956
"12926" "Pou4f2" 3153
"12927" "Hfm1" 4340
"12928" "Lmbrd2" 2659
"12929" "ENSMOCG00000014814" 225
"12930" "Fmn1" 4850
"12931" "Tll2" 3071
"12932" "ENSMOCG00000014817" 45
"12933" "Plcg2" 4209
"12934" "Wdr81" 6899
"12935" "DNAJC5B" 1165
"12936" "Avp" 507
"12937" "Ptgs2" 4251
"12938" "Nkain3" 546
"12939" "Chga" 1825
"12940" "Snx17" 1932
"12941" "Eri2" 2052
"12942" "Tymp" 2354
"12943" "Krt23" 1553
"12944" "Tm9sf2" 2807
"12945" "ENSMOCG00000014830" 1905
"12946" "Eif3e" 1587
"12947" "Sh2d4b" 1376
"12948" "Col2a1" 5126
"12949" "Hsd17b6" 768
"12950" "Slc12a9" 3299
"12951" "Mrpl28" 1093
"12952" "Haus8" 1062
"12953" "Mrpl57" 897
"12954" "Mrps27" 2089
"12955" "Cdhr1" 4398
"12956" "ENSMOCG00000014841" 1237
"12957" "Ktn1" 3912
"12958" "ENSMOCG00000014843" 612
"12959" "Aga" 1223
"12960" "Gle1" 1971
"12961" "Hoxb2" 1628
"12962" "Ccdc112" 2402
"12963" "Plod2" 3566
"12964" "Cd3e" 567
"12965" "Kpna6" 3299
"12966" "Casq2" 2488
"12967" "Camkk1" 3507
"12968" "ENSMOCG00000014853" 2309
"12969" "ENSMOCG00000014854" 1473
"12970" "Zc3h7b" 5652
"12971" "Efna4" 634
"12972" "Clec4a3" 717
"12973" "Abcb10" 2655
"12974" "ENSMOCG00000014859" 2922
"12975" "ENSMOCG00000014860" 1092
"12976" "Dleu7" 1573
"12977" "Plcl1" 3286
"12978" "Dpp9" 4235
"12979" "Rassf6" 1050
"12980" "Plpp7" 1899
"12981" "Padi4" 2010
"12982" "ENSMOCG00000014867" 1412
"12983" "Rbbp5" 3626
"12984" "Nebl" 813
"12985" "Blk" 1509
"12986" "Prkdc" 12198
"12987" "Kcnv2" 1689
"12988" "Hoxc4" 2272
"12989" "Dcaf8" 3903
"12990" "Htra3" 2701
"12991" "Rgl3" 2121
"12992" "ENSMOCG00000014877" 1821
"12993" "Thap3" 1064
"12994" "Cyb5r2" 1125
"12995" "Smad4" 3054
"12996" "Parp6" 1893
"12997" "Angpt4" 1497
"12998" "ENSMOCG00000014883" 2508
"12999" "Sesn1" 1119
"13000" "Ppargc1b" 3569
"13001" "Pitpna" 816
"13002" "Rida" 991
"13003" "Vps45" 2047
"13004" "Cmah" 2600
"13005" "ENSMOCG00000014890" 1519
"13006" "Smarcal1" 2544
"13007" "Tnnt3" 1000
"13008" "Samd4" 6373
"13009" "ENSMOCG00000014894" 5071
"13010" "Pdcd1" 861
"13011" "Marveld2" 2011
"13012" "Mfap5" 471
"13013" "Tmem141" 886
"13014" "Epm2a" 1738
"13015" "Cers3" 1419
"13016" "Cpsf4" 1731
"13017" "Dohh" 1968
"13018" "Gm960" 2232
"13019" "Psd" 4059
"13020" "Mettl15" 2620
"13021" "ENSMOCG00000014906" 3176
"13022" "Fbp1" 1372
"13023" "ENSMOCG00000014908" 2275
"13024" "Tarsl2" 3100
"13025" "Zfp623" 3073
"13026" "Wfdc12" 240
"13027" "Rbp4" 977
"13028" "ENSMOCG00000014913" 965
"13029" "ENSMOCG00000014914" 2258
"13030" "Hnrnpf" 2529
"13031" "Pate4" 300
"13032" "Il1r2" 1239
"13033" "ENSMOCG00000014918" 282
"13034" "Cdhr5" 2529
"13035" "ENSMOCG00000014920" 3838
"13036" "Lpin1" 2784
"13037" "Krt73" 1662
"13038" "Abca12" 8349
"13039" "ENSMOCG00000014924" 1818
"13040" "ENSMOCG00000014925" 5116
"13041" "Nat8f1" 974
"13042" "ENSMOCG00000014927" 1074
"13043" "Pof1b" 3162
"13044" "Bri3bp" 1227
"13045" "Aamp" 1893
"13046" "Nfil3" 1635
"13047" "Sept11" 2546
"13048" "ENSMOCG00000014933" 678
"13049" "ENSMOCG00000014934" 579
"13050" "ENSMOCG00000014935" 2170
"13051" "Pcif1" 2708
"13052" "Zcchc17" 1744
"13053" "Lrrn2" 3358
"13054" "ENSMOCG00000014939" 936
"13055" "Cope" 1042
"13056" "Pvrig" 708
"13057" "ENSMOCG00000014942" 3607
"13058" "Il23a" 585
"13059" "Exph5" 5811
"13060" "Gtpbp2" 2924
"13061" "Thegl" 1341
"13062" "Fam174b" 2554
"13063" "Vamp5" 630
"13064" "Batf" 616
"13065" "Scaf8" 3810
"13066" "Slc39a9" 4599
"13067" "ENSMOCG00000014952" 552
"13068" "Krt26" 1738
"13069" "Spin1" 4451
"13070" "A1bg" 1539
"13071" "Tnks2" 5993
"13072" "Zfp462" 9048
"13073" "Trim13" 1330
"13074" "Spert" 1619
"13075" "Aida" 1452
"13076" "ENSMOCG00000014961" 1952
"13077" "Myh4" 5823
"13078" "ENSMOCG00000014963" 339
"13079" "Pigf" 972
"13080" "Dcp2" 3160
"13081" "ENSMOCG00000014966" 474
"13082" "Rcan3" 3006
"13083" "Csnk2b" 1073
"13084" "Klhl7" 3135
"13085" "Pxmp2" 950
"13086" "Mrpl41" 1000
"13087" "Pde3b" 3222
"13088" "Lyzl6" 782
"13089" "Dsc2" 3004
"13090" "Wdr6" 4131
"13091" "Fbxo8" 2022
"13092" "ENSMOCG00000014977" 2322
"13093" "Cnpy2" 1003
"13094" "Xab2" 2762
"13095" "ENSMOCG00000014980" 297
"13096" "Ccp110" 4952
"13097" "Gatad2b" 5412
"13098" "Yy1" 3116
"13099" "Tmed7" 3390
"13100" "ENSMOCG00000014985" 924
"13101" "Zfp105" 1494
"13102" "Tmem154" 543
"13103" "ENSMOCG00000014988" 2469
"13104" "Phf8" 5641
"13105" "Fsd1" 1757
"13106" "Pdia6" 1746
"13107" "ENSMOCG00000014992" 2094
"13108" "Mfsd13b" 1281
"13109" "ENSMOCG00000014994" 1048
"13110" "ENSMOCG00000014995" 1816
"13111" "Peg3" 10247
"13112" "Tec" 2194
"13113" "ENSMOCG00000014998" 1409
"13114" "Hectd1" 7638
"13115" "Tpra1" 1892
"13116" "Kif9" 435
"13117" "Tfap2b" 1966
"13118" "ENSMOCG00000015003" 366
"13119" "Vps26b" 3622
"13120" "ENSMOCG00000015005" 780
"13121" "ENSMOCG00000015006" 3080
"13122" "Ssbp1" 694
"13123" "Higd1b" 508
"13124" "Slc35a4" 2578
"13125" "Gpr37l1" 2206
"13126" "Ing3" 2228
"13127" "Endou" 1457
"13128" "Mepce" 3169
"13129" "Rgn" 1642
"13130" "Atp5h" 630
"13131" "ENSMOCG00000015016" 615
"13132" "Ccdc127" 2980
"13133" "Fam174a" 1346
"13134" "Rnf19b" 2469
"13135" "Dcaf4" 1530
"13136" "Pkp4" 4319
"13137" "Atr" 7773
"13138" "Tmem8b" 3431
"13139" "Zfp407" 6696
"13140" "Mn1" 6257
"13141" "ENSMOCG00000015026" 1317
"13142" "Gm28729" 1230
"13143" "ENSMOCG00000015028" 660
"13144" "Rgs11" 2109
"13145" "ENSMOCG00000015030" 753
"13146" "Fam185a" 2646
"13147" "ENSMOCG00000015032" 696
"13148" "Pf4" 567
"13149" "Efcab14" 1398
"13150" "Zc3h8" 915
"13151" "Jakmip3" 5939
"13152" "Ttc21a" 4010
"13153" "Dctd" 1836
"13154" "ENSMOCG00000015039" 357
"13155" "Ptdss1" 2711
"13156" "Ccdc51" 2045
"13157" "Grip2" 5162
"13158" "Cnp" 2335
"13159" "Drosha" 5223
"13160" "Rgs13" 701
"13161" "Shisa6" 1566
"13162" "ENSMOCG00000015047" 957
"13163" "Ogdh" 4204
"13164" "Tpcn1" 3837
"13165" "Ints7" 4081
"13166" "Crybb1" 902
"13167" "ENSMOCG00000015052" 5788
"13168" "Bpifa5" 792
"13169" "Spint1" 2297
"13170" "Armc12" 1137
"13171" "Gm11437" 1681
"13172" "Pltp" 1802
"13173" "Tm4sf1" 603
"13174" "Smarce1" 2524
"13175" "Dctn4" 3850
"13176" "Crygn" 604
"13177" "Eef1a2" 1467
"13178" "Aqp5" 1402
"13179" "Ptprn2" 3009
"13180" "Usp36" 5487
"13181" "Il27ra" 1875
"13182" "Tgm5" 2469
"13183" "ENSMOCG00000015068" 39
"13184" "ENSMOCG00000015069" 1499
"13185" "Ndufa13" 517
"13186" "Crisp2" 1175
"13187" "ENSMOCG00000015072" 1545
"13188" "Nxph1" 810
"13189" "Clic3" 796
"13190" "ENSMOCG00000015075" 510
"13191" "Gm4952" 1117
"13192" "ENSMOCG00000015077" 252
"13193" "Snx20" 995
"13194" "ENSMOCG00000015079" 714
"13195" "1700016H13Rik" 354
"13196" "Aftph" 3154
"13197" "Olfr569" 543
"13198" "ENSMOCG00000015083" 1581
"13199" "ENSMOCG00000015084" 810
"13200" "Map3k2" 4393
"13201" "Sftpa1" 747
"13202" "C6" 2805
"13203" "ENSMOCG00000015088" 940
"13204" "Cgrrf1" 1781
"13205" "Scn7a" 5043
"13206" "Rabep1" 3642
"13207" "Postn" 2389
"13208" "Steap2" 3408
"13209" "ENSMOCG00000015094" 1011
"13210" "Rdm1" 819
"13211" "Col5a1" 7191
"13212" "Nadsyn1" 2238
"13213" "Ccdc187" 2874
"13214" "ENSMOCG00000015099" 948
"13215" "Fhod1" 3792
"13216" "Cplx4" 607
"13217" "Adgre5" 2433
"13218" "Spink5" 2877
"13219" "Slc5a12" 2202
"13220" "ENSMOCG00000015105" 660
"13221" "Rab44" 2937
"13222" "Krt19" 1330
"13223" "Fat1" 14927
"13224" "Fbxl22" 804
"13225" "Slc35a2" 1559
"13226" "Krt80" 1825
"13227" "Urod" 1251
"13228" "Mx1" 1182
"13229" "Trem2" 726
"13230" "Ipcef1" 768
"13231" "ENSMOCG00000015116" 285
"13232" "ENSMOCG00000015117" 1110
"13233" "Tnp2" 306
"13234" "Ric8a" 2369
"13235" "Mypop" 2115
"13236" "Taf15" 2067
"13237" "Zcchc18" 2163
"13238" "ENSMOCG00000015123" 1230
"13239" "Chd2" 9025
"13240" "Echdc1" 2023
"13241" "Tex13a" 1128
"13242" "Klhl18" 1737
"13243" "Rcc2" 1338
"13244" "Rpgr" 2690
"13245" "ENSMOCG00000015130" 540
"13246" "Gtpbp3" 2040
"13247" "Bnc2" 3384
"13248" "Ankrd60" 966
"13249" "Ppp3r2" 537
"13250" "Btbd7" 7999
"13251" "Elp5" 1406
"13252" "Xrcc4" 1330
"13253" "Memo1" 834
"13254" "Heatr4" 2931
"13255" "Rbms2" 1182
"13256" "ENSMOCG00000015141" 1142
"13257" "Muc15" 981
"13258" "Arid1a" 6846
"13259" "Socs7" 6907
"13260" "Atp2a3" 4522
"13261" "ENSMOCG00000015146" 354
"13262" "Clec1a" 810
"13263" "Itch" 5053
"13264" "Phf5a" 1159
"13265" "Tmc2" 2655
"13266" "ENSMOCG00000015151" 448
"13267" "Bco1" 1686
"13268" "ENSMOCG00000015153" 1416
"13269" "ENSMOCG00000015154" 1017
"13270" "Fkbp15" 4669
"13271" "Pcca" 2465
"13272" "Opn5" 1883
"13273" "ENSMOCG00000015158" 717
"13274" "Guca1b" 606
"13275" "Naxd" 1346
"13276" "Acp5" 636
"13277" "Sox7" 1633
"13278" "Abca9" 6685
"13279" "Dok7" 2671
"13280" "Aqp11" 1344
"13281" "ENSMOCG00000015166" 471
"13282" "Mrpl53" 876
"13283" "ENSMOCG00000015168" 570
"13284" "ENSMOCG00000015169" 411
"13285" "Triml1" 1524
"13286" "Vwa3b" 1059
"13287" "Bcl2" 711
"13288" "ENSMOCG00000015173" 1026
"13289" "Nol7" 946
"13290" "ENSMOCG00000015175" 4691
"13291" "Bag5" 1782
"13292" "Wdr73" 1323
"13293" "Usp35" 4189
"13294" "Fsd2" 2088
"13295" "Angpt1" 1497
"13296" "ENSMOCG00000015181" 897
"13297" "Tmem151a" 2564
"13298" "Nudt3" 2014
"13299" "Nlk" 1581
"13300" "ENSMOCG00000015185" 1118
"13301" "C1qtnf1" 1436
"13302" "Ank" 3581
"13303" "Ncoa1" 6550
"13304" "Apcs" 1010
"13305" "Tep1" 8108
"13306" "Cfap126" 1102
"13307" "Rab7b" 384
"13308" "Unc5c" 2853
"13309" "Slc25a25" 3331
"13310" "Cfap54" 9465
"13311" "Cyp2r1" 1615
"13312" "Trim2" 3963
"13313" "Bpgm" 1697
"13314" "Gpr152" 1539
"13315" "Urah" 315
"13316" "Slc10a1" 1621
"13317" "ENSMOCG00000015202" 614
"13318" "Tac4" 387
"13319" "Apoh" 1276
